app_name,year,recommendations
Fallen Enchantress: Legendary Heroes,2015,2
Fallen Enchantress: Legendary Heroes,2013,4
Starpoint Gemini 2,2014,3
Megabyte Punch,2014,2
Quantum Conundrum,2012,6
Quantum Conundrum,2014,1
Anomaly 2,2014,1
Total Annihilation,2015,4
Party Hard,2015,4
Eryi's Action,2014,5
Eryi's Action,2013,2
Eryi's Action,2015,1
Castle Crashers - Pink Knight Pack,2015,4
Space Empires V,2013,2
Space Empires V,2015,2
Victory: The Age of Racing,2014,4
Victory: The Age of Racing,2015,1
LOST PLANET® 3,2015,2
LOST PLANET® 3,2014,6
Divinity: Original Sin - Enhanced Edition,2015,3
Cities XL Platinum,2014,1
Cities XL Platinum,2015,2
Pivvot,2014,4
Quiplash,2015,2
Talisman: Prologue,2013,2
PixelJunk™ Eden,2014,1
Max Payne,2013,2
Max Payne,2015,2
Max Payne,2014,2
Plants vs. Zombies GOTY Edition,2015,5
Plants vs. Zombies GOTY Edition,2014,2
Hero Academy,2014,2
Hero Academy,2012,2
"Pirates, Vikings, and Knights II",2015,3
"Pirates, Vikings, and Knights II",2014,8
"Pirates, Vikings, and Knights II",2012,2
"Pirates, Vikings, and Knights II",2013,2
Chicken Invaders 5,2015,1
Electric Highways,2015,3
Ragnarok Online 2,2013,4
Ragnarok Online 2,2014,3
Ragnarok Online 2,2015,2
Digger Online,2015,1
LEGO® Batman 2 DC Super Heroes™,2012,2
LEGO® Batman 2 DC Super Heroes™,2015,2
LEGO® Batman 2 DC Super Heroes™,2014,3
Modular Combat,2015,3
Echo of Soul,2015,6
EDGE,2014,4
EDGE,2013,4
Mount & Blade: Warband - Viking Conquest Reforged Edition,2014,4
Mount & Blade: Warband - Viking Conquest Reforged Edition,2015,2
Guacamelee! Gold Edition,2015,1
Guacamelee! Gold Edition,2014,16
Knights of Pen and Paper +1 Edition,2014,5
X-COM: Apocalypse,2012,2
X-COM: Interceptor,2013,2
DubWars,2014,2
Beyond Good and Evil™,2014,2
GRID Autosport,2014,4
GRID Autosport,2015,8
Mushihimesama,2015,2
O3DX,2015,2
Let the Cat in,2015,4
DG2: Defense Grid 2,2014,10
DG2: Defense Grid 2,2015,2
War of Beach,2015,2
Dungeon Siege,2015,2
OlliOlli,2014,4
6180 the moon,2014,2
Cosmic DJ,2014,3
Don Bradman Cricket 14,2015,6
Don Bradman Cricket 14,2014,2
The Deer God,2014,2
Potatoman Seeks the Troof,2014,1
Potatoman Seeks the Troof,2015,1
Outlast: Whistleblower DLC,2015,2
Shadowrun Returns,2013,6
Shadowrun Returns,2014,6
Shadowrun Returns,2015,2
Judge Dredd: Dredd vs. Death,2015,4
PAYDAY 2: Gage Historical Pack,2014,1
PAYDAY 2: Gage Historical Pack,2015,1
Apotheon,2015,4
SimCity™ 4 Deluxe Edition,2014,3
SimCity™ 4 Deluxe Edition,2015,4
ACE - Arena: Cyber Evolution,2014,4
Teeworlds,2015,4
CONSORTIUM,2014,2
AXYOS,2015,1
The Hat Man: Shadow Ward,2015,3
Master Levels for Doom II,2014,2
Expansion - Europa Universalis IV: Art of War,2014,1
DEFCON,2013,2
DEFCON,2015,2
DEFCON,2014,3
Oddworld: New 'n' Tasty,2015,8
Brothers in Arms: Hell's Highway™,2012,2
Brothers in Arms: Hell's Highway™,2015,2
Brothers in Arms: Hell's Highway™,2014,2
Tropico 3: Absolute Power,2014,2
Showtime!,2015,2
RollerCoaster Tycoon®: Deluxe,2015,2
RollerCoaster Tycoon®: Deluxe,2014,2
Bridge Constructor,2014,2
Bridge Constructor,2015,1
Chaser,2015,2
Geometry Wars™ 3: Dimensions Evolved,2015,4
Quake III Arena,2015,2
Quake III Arena,2011,2
FIST OF AWESOME,2014,2
TOXIKK™,2015,6
Saints Row IV: Commander-In-Chief Pack,2015,3
Platypus,2015,4
Saints Row IV: Dubstep Gun (Remix) Pack,2015,2
RACE 07,2014,2
RACE 07,2013,2
Stock Car Extreme,2015,1
LOVE,2015,2
LOVE,2014,3
KINGDOMS,2015,1
POSTAL 2: Paradise Lost,2015,3
"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",2015,2
Super House of Dead Ninjas,2013,4
Super House of Dead Ninjas,2015,2
Super House of Dead Ninjas,2014,3
TransOcean: The Shipping Company,2014,2
TransOcean: The Shipping Company,2015,2
World of Goo,2014,6
World of Goo,2013,4
Aeon Command,2014,2
Aeon Command,2015,2
Section 8®: Prejudice™,2012,2
Off-Road Drive,2014,2
inMomentum,2015,2
Steve Chong Finds Out That Suicide is a Bad Idea,2015,2
UNDERTALE Soundtrack,2015,3
Turok,2015,2
Астролорды: Облако Оорта,2015,2
Gimbal,2015,2
Gimbal,2013,2
Burn Zombie Burn!,2011,2
Star Horizon,2015,2
Sonic Adventure 2,2015,3
Sonic Adventure 2,2014,3
Sonic Adventure 2,2013,6
Angry Video Game Nerd: The Movie,2015,2
Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,2015,5
Death Tractor,2015,2
King's Quest,2015,3
You Must Build A Boat,2015,2
Grim Fandango Remastered,2015,2
The Jackbox Party Pack,2015,6
Overlord™,2015,2
Overlord™,2013,1
Overlord™,2014,4
Devil May Cry® 3 Special Edition,2014,4
Towns,2015,2
XCOM: Enemy Within,2015,2
XCOM: Enemy Within,2014,2
Dragon Saga,2015,2
The Swapper,2014,14
Call of Duty®: Black Ops II - Apocalypse,2015,4
Call of Duty®: Black Ops II - Apocalypse,2014,2
Medal of Honor: Airborne,2014,8
Medal of Honor: Airborne,2015,1
Wick,2015,2
Poly Bridge,2015,2
Skyward Collapse,2014,2
TrackMania² Valley,2015,2
The Music Machine,2015,2
Spooky Cats,2015,1
Peggle Deluxe,2014,2
Peggle Deluxe,2013,2
Nexus - The Jupiter Incident,2013,2
Civilization IV: Beyond the Sword,2013,2
Astebreed: Definitive Edition,2014,3
BloodLust Shadowhunter,2015,2
Canyon Capers,2014,2
The Fruit of Grisaia,2015,4
Fuse,2015,2
Darkwind: War on Wheels,2015,2
Sphere III: Enchanted World,2015,2
Skyborn,2014,2
Hero Siege - Amazon (Class),2015,2
Dinner Date,2014,2
Dinner Date,2012,2
Dinner Date,2013,2
Castle,2015,1
Fallout New Vegas: Old World Blues,2015,1
Fallout New Vegas: Dead Money,2014,2
Pregnancy,2015,2
Hexcells Plus,2014,2
Hexcells Plus,2015,2
Raiden Legacy - Steam Edition,2015,2
OlliOlli2: Welcome to Olliwood,2015,2
Dungeons & Dragons Online®,2013,2
Dungeons & Dragons Online®,2012,2
Dungeons & Dragons Online®,2014,3
Rabbit Hole 3D: Steam Edition,2014,2
Grandia® II Anniversary Edition,2015,2
Enclave,2015,4
Enclave,2014,5
Analogue: A Hate Story,2014,4
Analogue: A Hate Story,2015,2
Analogue: A Hate Story,2012,2
Analogue: A Hate Story,2013,2
DARK SOULS™ II Crown of the Ivory King,2014,1
Naval War: Arctic Circle,2014,2
Empires Mod,2015,2
Empires Mod,2014,1
Overcast - Walden and the Werewolf,2015,4
Foul Play,2014,2
Adventure Time: Finn and Jake's Epic Quest,2014,2
Lifeless Planet Premier Edition,2014,2
Hospital Tycoon,2015,2
DOOM II,2015,2
DOOM II,2010,2
Regency Solitaire,2015,2
Dementium II HD,2014,2
Fingered,2015,2
LEGO® Batman™3: Beyond Gotham,2014,3
LEGO® Batman™3: Beyond Gotham,2015,4
Might & Magic: Heroes VI,2012,2
Infinity Wars: Animated Trading Card Game,2014,8
Clickteam Fusion 2.5,2015,6
Clickteam Fusion 2.5,2014,2
Manga Maker Comipo,2015,1
Super Win the Game,2014,2
The Nightmare Cooperative,2014,1
OTTTD,2014,2
OTTTD,2015,2
Metro 2033 Redux,2015,5
Metro 2033 Redux,2014,4
Back to the Future: The Game,2014,3
Back to the Future: The Game,2015,2
Back to the Future: The Game,2013,2
Anna - Extended Edition,2014,3
Divinity: Dragon Commander,2013,2
Poi,2015,2
Rocket League® - Supersonic Fury DLC Pack,2015,2
Shank 2,2015,2
Shank 2,2013,3
Supreme Commander,2014,4
Supreme Commander,2015,1
Supreme Commander,2013,2
Foreign Legion: Buckets of Blood,2011,2
Written in the Sky,2015,2
The Night of the Rabbit,2015,2
STAR WARS™: The Force Unleashed™ II,2011,2
STAR WARS™: The Force Unleashed™ II,2013,2
PAYDAY 2: Armored Transport,2015,2
Sniper Art of Victory,2014,1
Middle-earth: Shadow of Mordor - Test of Power,2015,2
Super Chibi Knight,2015,2
A Wizard's Lizard,2015,2
The Settlers Online,2015,2
Defender's Quest: Valley of the Forgotten (DX edition),2014,2
Defender's Quest: Valley of the Forgotten (DX edition),2013,2
APOX,2011,2
Gumboy Tournament,2012,1
Industry Giant 2,2015,2
Gardens Inc. – From Rakes to Riches,2014,2
Spoiler Alert,2015,1
BioShock Infinite - Season Pass,2015,2
Maia,2014,1
Canabalt,2015,2
The Witcher Adventure Game,2015,2
Serious Sam Double D XXL,2014,2
DYNASTY WARRIORS® 8 Empires,2015,2
The Legend of Heroes: Trails in the Sky,2015,4
Orcs Must Die!,2014,2
Orcs Must Die!,2011,2
Orcs Must Die!,2012,2
Orcs Must Die!,2013,2
StarMade,2015,8
King’s Bounty: Legions,2013,2
King’s Bounty: Legions,2014,3
Signs of Life,2014,2
Ford Racing 3,2015,3
TrackMania² Canyon,2015,4
Trackmania United Forever Star Edition,2014,2
Trackmania United Forever Star Edition,2010,2
Kung Fury: Street Rage,2015,12
Quintet,2015,2
Burning Man: Beyond Black Rock,2015,1
Bunch of Heroes,2015,1
The Interview,2015,2
Super Panda Adventures,2014,2
Duke Nukem Forever,2014,9
Duke Nukem Forever,2011,3
Zen Bound 2,2014,2
Zen Bound 2,2013,2
Titan Attacks!,2014,3
Kane and Lynch: Dead Men™,2015,4
Jamestown,2011,2
Jamestown,2015,2
Jamestown,2013,2
Gorky 17,2014,2
Destination Sol,2015,1
Carrier Command: Gaea Mission,2014,2
Sword of the Stars: The Pit,2014,2
Sword of the Stars: The Pit,2015,2
Spartans Vs Zombies Defense,2015,2
Thief™ II: The Metal Age,2014,2
Bionic Dues,2015,4
PixelJunk™ Monsters Ultimate,2014,3
Devil May Cry 4,2013,2
Devil May Cry 4,2014,7
Devil May Cry 4,2015,1
PlayClaw 5 - Game Recording and Streaming,2014,2
Higurashi When They Cry Hou - Ch.1 Onikakushi,2015,1
Gender Bender DNA Twister Extreme,2015,2
Infectonator: Survivors,2014,2
Dark Void™,2011,2
Burstfire,2015,1
Heroes Rise: The Prodigy,2015,2
Akaneiro: Demon Hunters,2013,2
Ultimate General: Gettysburg,2014,2
Amazing Frog?,2015,4
Blades of Time,2015,4
Blades of Time,2013,4
Contrast,2014,9
Contrast,2015,6
DeadCore,2015,2
DeadCore,2014,2
The Banner Saga: Factions,2013,2
Torchlight,2012,4
Torchlight,2013,2
Torchlight,2014,1
Terrorhedron Tower Defense,2015,2
Runestone Keeper,2015,2
Tiny Barbarian DX,2014,2
DEAD OR ALIVE 5 Last Round: Core Fighters,2015,3
The Black Watchmen,2015,2
Rocketbirds: Hardboiled Chicken,2015,1
Dungeon Souls,2015,2
Omegalodon,2014,2
Omegalodon,2013,2
Crystal Story II,2015,4
Space Farmers,2014,3
Styx: Master of Shadows,2014,2
Leadwerks Game Engine,2015,2
Champions Online,2011,2
City of Steam: Arkadia,2014,3
Assault Android Cactus,2015,6
Shift 2 Unleashed,2015,1
The Magic Circle,2015,4
Deathmatch Classic,2014,2
Disney Winnie the Pooh,2014,2
Space Trader: Merchant Marine,2014,2
TrackMania² Stadium,2015,2
TrackMania² Stadium,2013,8
TrackMania² Stadium,2014,1
Mercenary Kings,2013,2
Mercenary Kings,2014,2
TinyKeep,2014,4
Call of Duty: United Offensive,2013,2
Call of Duty: United Offensive,2015,1
Greyfox RPG,2015,1
RONIN,2015,2
X3: Terran Conflict,2015,2
eden*,2015,5
ACE Academy,2015,1
Cursed Sight,2015,1
Fortress Forever,2015,2
Tales of Zestiria,2015,7
Out of Reach,2015,2
Puzzle Agent 2,2014,2
Puzzle Agent 2,2015,1
PAYDAY 2: Dragan Character Pack,2015,1
Operation Flashpoint: Dragon Rising,2011,2
Operation Flashpoint: Dragon Rising,2014,2
Penumbra Overture,2014,2
Penumbra Overture,2015,2
Angry Birds Space,2014,2
Oddworld: Stranger's Wrath HD,2014,2
Oddworld: Stranger's Wrath HD,2015,6
Velocibox,2015,3
Dogs of War Online,2014,4
Orbital Gear,2015,8
Orbital Gear,2014,2
Flesh Eaters,2015,6
Bird Assassin,2014,2
Pajama Sam 2: Thunder and Lightning Aren't So Frightening,2014,2
Rogue Shooter: The FPS Roguelike,2014,2
God Mode,2014,6
God Mode,2015,1
God Mode,2013,4
LIGHTNING RETURNS™: FINAL FANTASY® XIII,2015,4
StarDrive 2,2015,4
WORLD END ECONOMiCA episode.02,2015,2
fault - milestone one,2015,2
Trapped Dead,2014,2
Serena,2014,8
Serena,2015,2
Rocksmith® 2014 – The Black Keys - “Lonely Boy”,2015,1
Basement,2015,4
Reprisal Universe,2015,2
Majesty 2 Collection,2013,2
Ironclad Tactics,2013,2
Firefighters 2014,2014,2
NaissanceE,2014,2
Rooster Teeth vs. Zombiens,2014,2
Rooster Teeth vs. Zombiens,2015,2
Crazy Taxi,2015,2
Crazy Taxi,2014,4
Super Street Fighter IV: Arcade Edition - Arcade Challengers Pack,2015,2
BioShock Infinite: Clash in the Clouds,2015,1
Sid Meier's Civilization® IV,2014,2
Sid Meier's Civilization® IV,2015,2
Sid Meier's Civilization® IV,2013,4
Starbound - Soundtrack,2015,2
ArcaniA,2010,1
Painkiller Hell & Damnation,2015,4
Painkiller Hell & Damnation,2014,2
Conflict Desert Storm™,2015,2
Jagged Alliance Flashback,2014,2
"Spy Fox 2 ""Some Assembly Required""",2014,2
Contradiction - Spot The Liar!,2015,4
Escape Goat,2013,2
Wild Warfare,2014,5
Wild Warfare,2015,4
FlatOut 2™,2014,5
FlatOut 2™,2015,1
Princess Evangile All Ages Version,2015,2
Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,2015,3
Agarest: Generations of War,2015,2
Agarest: Generations of War,2014,3
Agarest: Generations of War Zero,2015,2
Monday Night Combat,2011,3
Loren The Amazon Princess,2014,2
Lords of Xulima,2015,2
Chime,2010,2
Chime,2014,1
Divekick,2014,2
Divekick,2015,1
Unholy Heights,2014,2
Nomad,2015,2
Far Cry®,2012,2
Far Cry®,2014,3
Far Cry®,2015,2
Port Royale 3,2012,2
Ballistic Overkill,2015,2
Sudeki,2014,2
Diabolical,2015,5
RADical ROACH Remastered,2015,1
UBERMOSH,2015,2
Galactic Civilizations® II: Ultimate Edition,2014,1
Galactic Civilizations® II: Ultimate Edition,2013,2
Galactic Civilizations® II: Ultimate Edition,2012,2
Sacred Citadel,2013,2
Superbrothers: Sword & Sworcery EP,2014,4
Sparkle 2 Evo,2014,4
Bardbarian,2015,2
Pixel Puzzles: Japan,2015,2
Supreme Ruler 2020 Gold,2015,2
Creeper World 3: Arc Eternal,2014,2
Creeper World 3: Arc Eternal,2015,4
Tiny Troopers,2015,5
Metal War Online: Retribution,2015,2
Command & Conquer 3: Tiberium Wars,2012,2
Command & Conquer 3: Tiberium Wars,2015,1
Command & Conquer 3: Tiberium Wars,2014,2
Command & Conquer: Red Alert 3 - Uprising,2015,1
Command & Conquer: Red Alert 3 - Uprising,2013,1
PAYDAY 2: Clover Character Pack,2015,1
Year Walk,2015,3
Year Walk,2014,4
Total War: ROME II - Blood & Gore,2015,2
Fieldrunners 2,2015,2
Command & Conquer 3: Kane's Wrath,2012,2
"House of 1,000 Doors: Family Secrets Collector's Edition",2014,2
"House of 1,000 Doors: Family Secrets Collector's Edition",2015,2
Battlepillars Gold Edition,2014,3
Lucius,2014,4
Lucius,2015,3
FLASHOUT 2,2014,2
Adventures of Shuggy,2014,4
Thirty Flights of Loving,2014,3
Driver® Parallel Lines,2013,2
Ridge Racer™ Unbounded,2014,2
Ridge Racer™ Unbounded,2013,2
SPORE™ Creepy & Cute Parts Pack,2015,2
SPORE™ Creepy & Cute Parts Pack,2013,1
Face It - A game to fight inner demons,2015,2
The Longest Journey,2013,1
Splice,2013,1
Etherium,2015,4
Battle of Empires : 1914-1918 -  British Empire,2015,2
Sky Gamblers: Storm Raiders,2015,2
Meltdown,2015,2
Meltdown,2014,2
Numen: Contest of Heroes,2014,2
Alphadia Genesis,2015,2
Breach & Clear: Deadline Rebirth (2016),2015,2
Block N Load - 560 Platinum Bar Pack,2015,1
Deep Eclipse: New Space Odyssey,2015,2
Total War: ROME II - Wrath of Sparta Campaign Pack,2014,2
Rebuild 3: Gangs of Deadsville,2014,1
Rebuild 3: Gangs of Deadsville,2015,2
WRC 4 FIA World Rally Championship,2014,4
Celestian Tales: Old North,2015,2
The Quest,2015,2
Escape Dead Island,2014,2
Wildlife Park 2 - Fantasy,2014,2
404Sight,2015,7
Joint Operations: Combined Arms Gold,2015,2
Kingdoms Rise,2014,2
Kingdoms Rise,2013,4
Comedy Quest,2015,1
Magic: The Gathering - Duels of the Planeswalkers 2013,2014,1
Magic: The Gathering - Duels of the Planeswalkers 2013,2013,1
Cities in Motion 2,2014,3
Cities in Motion 2,2013,2
Roogoo,2015,3
Roogoo,2014,2
Dominions 4: Thrones of Ascension,2015,2
Among Ripples,2015,5
Deadfall Adventures,2014,1
Stronghold 3 Gold,2013,2
Stronghold 3 Gold,2015,4
Sam & Max 104: Abe Lincoln Must Die!,2014,2
Magic Barrage - Bitferno,2015,2
Zuma's Revenge!,2014,1
Serious Sam Classics: Revolution,2014,1
Serious Sam Classics: Revolution,2015,2
Soccer Rage,2015,2
Warlock - Master of the Arcane,2012,1
TowerFall Ascension,2015,1
Sprint Cars Road to Knoxville,2014,2
Krater,2013,1
Shark Attack Deathmatch 2,2015,2
Forge Quest,2014,4
Forge Quest,2013,2
Hatred,2015,2
Obscure,2015,2
Obscure,2014,2
Gaokao.Love.100Days,2015,2
Silver Creek Falls: Chapter 1,2015,3
A Study in Steampunk: Choice by Gaslight,2015,2
Grimoire: Manastorm,2015,4
BioShock Infinite: Burial at Sea - Episode One,2015,1
Shank,2015,2
Tom Clancy's Rainbow Six® Siege - Ultra HD Texture Pack,2015,1
Teddy Floppy Ear - Kayaking,2015,2
PewDiePie: Legend of the Brofist,2015,2
Cargo Commander,2013,2
Fiesta Online NA,2014,2
Labyronia RPG 2,2015,1
Wolfenstein 3D,2015,4
Wolfenstein 3D,2014,2
Genesis Online,2015,2
We Slay Monsters,2014,2
Road Not Taken,2014,1
Amygdala,2015,2
Crusader Kings II: Mediterranean Portraits,2014,3
Ms. Splosion Man,2014,2
Swords and Soldiers HD,2011,2
Swords and Soldiers HD,2015,2
BloodRayne Betrayal,2015,1
Devil May Cry® 4 Special Edition,2015,1
Locoland,2015,2
Gemini Rue,2015,2
Finding Teddy,2014,3
iBomber Defense Pacific,2013,2
iBomber Defense,2013,2
9.03m,2014,2
9.03m,2015,1
Might & Magic X - Legacy,2014,2
Oddworld: Abe's Exoddus®,2011,2
Oddworld: Abe's Exoddus®,2014,2
Oddworld: Abe's Exoddus®,2015,2
Ticket to Ride,2015,2
LEGO® The Hobbit™,2014,4
Blackguards: Untold Legends,2015,1
Solar 2,2013,4
Solar 2,2014,6
Solar 2,2012,2
Not The Robots,2014,2
Tower of Guns,2014,2
Tower of Guns,2015,2
Call of Duty®,2015,2
Call of Duty®,2014,1
Call of Duty®,2012,1
FINAL FANTASY IV,2015,2
FINAL FANTASY IV,2014,2
FINAL FANTASY III,2015,2
FINAL FANTASY III,2014,2
Evil Genius,2014,2
Evil Genius,2013,2
Sid Meier's Railroads!,2015,2
Darkest Hour: A Hearts of Iron Game,2014,2
Pajama Sam: No Need to Hide When It's Dark Outside,2014,2
Pajama Sam: No Need to Hide When It's Dark Outside,2015,2
Space Hulk Ascension,2015,2
Space Hulk Ascension,2014,2
Warlock 2: The Exiled,2015,2
Sacrifice,2014,2
Spermination,2015,2
Nexuiz,2013,2
SAMURAI WARRIORS 4-II,2015,4
Double Dragon Trilogy,2015,1
Call of Duty® 2,2014,1
Costume Quest,2014,2
Galcon Fusion,2015,1
Revenge of the Titans,2015,2
Revenge of the Titans,2011,2
Rochard,2012,2
Rochard,2013,4
Rochard,2014,2
LEGO Batman 3: Beyond Gotham DLC: Heroines and Villainesses Character Pack,2015,2
Devilian,2015,3
GabeN: The Final Decision,2015,1
Project CARS - Racing Icons Car Pack,2015,2
Victory At Sea,2015,2
Vertical Drop Heroes HD,2015,1
Ionball 2: Ionstorm,2015,2
Commandos: Behind Enemy Lines,2015,2
Dishonored - Void Walker Arsenal,2015,2
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2014,1
RPG MO,2015,3
Feeding Frenzy 2 Deluxe,2014,2
Feeding Frenzy 2 Deluxe,2015,2
Lone Survivor: The Director's Cut,2013,2
Lone Survivor: The Director's Cut,2015,2
Chroma Squad,2015,2
Stray Cat Crossing,2015,2
Life Goes On: Done to Death,2014,2
Typer Shark! Deluxe,2015,1
HELLDIVERS™,2015,2
Arena Wars 2,2014,2
Wildlife Park 2,2015,2
FTL: Faster Than Light - Soundtrack,2015,2
Tropico 4: Megalopolis DLC,2015,1
Flight Control HD,2011,2
Fantasy Wars,2011,2
Cthulhu Saves the World,2011,2
Cthulhu Saves the World,2012,2
Cthulhu Saves the World,2014,2
Breath of Death VII,2011,2
99 Spirits,2014,2
Blade Kitten,2014,1
Pro Cycling Manager 2014,2014,2
All Zombies Must Die!: Scorepocalypse,2015,2
Chains,2013,2
Critical Mass,2013,2
Convoy,2015,4
RPG Maker 2003,2015,1
Unpossible,2015,2
Tomb Raider II,2014,2
Closure,2013,2
Closure,2012,2
Planetary Annihilation - Digital Deluxe Add-on,2015,2
Mortal Kombat: Legacy,2015,2
MDK 2,2013,2
SteamWorld Dig,2014,2
SteamWorld Dig,2013,2
Ichi,2015,1
Soundodger+,2014,2
Plant Tycoon,2014,2
Flower Shop: Summer In Fairbrook,2014,2
Samudai,2015,2
Nightmares from the Deep: The Cursed Heart,2014,2
Runers,2014,2
Anna's Quest,2015,2
Death Track®: Resurrection,2013,1
Toki Tori,2015,2
Toki Tori,2014,3
LOOP: A Tranquil Puzzle Game,2015,2
Supreme Ruler Ultimate,2014,2
Dead State: Reanimated,2014,6
Dead Effect,2014,2
Super Trench Attack!,2015,2
The Next Penelope,2015,2
Alien Breed: Impact,2013,1
1001 Spikes,2014,2
Bus Driver,2015,2
Deponia,2015,2
Cricket Revolution,2013,2
Reflex Arena,2015,4
Reflex Arena,2014,2
Into The War,2015,1
Borderlands 2: Creature Slaughterdome,2015,1
Quantum Rush Champions,2014,2
This War of Mine - War Child Charity DLC,2015,4
Cossacks: Back to War,2013,2
Dragon Age: Origins,2010,2
Dragon Age: Origins,2014,4
Dragon Age: Origins,2013,2
PAYDAY 2: The Official Soundtrack,2014,2
Ballpoint Universe - Infinite,2013,2
Ballpoint Universe - Infinite,2014,2
Euclidean,2015,2
PAYDAY: The Heist Soundtrack,2015,1
StarDrive,2014,2
StarDrive,2015,2
Super Game Jam,2014,2
Star Wolves 3: Civil War,2015,2
Ubersoldier II,2014,1
Dyscourse,2015,2
Papo & Yo,2014,4
Sherlock Holmes: The Awakened - Remastered Edition,2014,2
Eets Munchies,2014,1
Dead Sea,2015,1
The Mystery of the Druids,2015,2
English Country Tune,2012,2
English Country Tune,2014,2
GTGD S1: More Than a Gamer,2015,2
Train Fever: USA DLC,2015,2
Let's Sing,2014,2
Vapour,2015,2
PAYDAY 2: Gage Weapon Pack #02,2015,2
Over 9000 Zombies!,2014,2
Rocksmith™,2014,3
Korwin The Game,2015,1
BEEP,2015,2
Ultratron,2013,2
Ultratron,2014,4
Sol Survivor,2014,2
FATE,2014,2
TyranoBuilder Visual Novel Studio,2015,4
Ittle Dew,2015,1
VEGAS Movie Studio 13 Platinum - Steam Powered,2015,2
Breach & Clear,2014,4
Breach & Clear,2015,2
Organic Panic,2014,2
Loadout Steam Launch Starter Pack,2014,1
Fallout: A Post Nuclear Role Playing Game,2015,3
Fallout: A Post Nuclear Role Playing Game,2014,3
Fallout: A Post Nuclear Role Playing Game,2012,2
Fallout: A Post Nuclear Role Playing Game,2013,1
Hunted: The Demon’s Forge™,2015,2
Famaze,2015,1
Dying Light: The Bozak Horde,2015,2
Dream Of Mirror Online,2015,2
Vector,2014,2
Tetrobot and Co.,2013,2
Blocks That Matter,2011,2
Blocks That Matter,2014,2
Portal 2 Soundtrack,2014,2
Portal 2 Soundtrack,2015,4
Nyan Cat: Lost In Space,2015,5
Shadow Warrior Classic Redux,2013,2
Shadow Warrior Classic Redux,2014,2
Community College Hero: Trial by Fire,2015,2
Red Orchestra: Ostfront 41-45,2013,2
Red Orchestra: Ostfront 41-45,2012,1
Lost Saga NA,2015,1
Gunman Clive,2014,3
Gunman Clive,2015,2
PARTICLE MACE,2015,3
Strike Suit Infinity,2014,2
Fallout Tactics: Brotherhood of Steel,2015,2
One More Dungeon,2015,2
Pink Hour,2015,4
Rexaura,2015,2
Velvet Assassin,2014,3
The World II: Hunting BOSS,2014,2
Spy Chameleon - RGB Agent,2015,2
Spy Chameleon - RGB Agent,2014,2
Total War: ATTILA - The Last Roman Campaign Pack,2015,2
Gods vs Humans,2014,2
Lamia Must Die,2015,2
Making History II: The War of the World,2015,2
Borderlands: The Zombie Island of Dr. Ned,2012,1
PULSAR: Lost Colony,2015,6
Iron Sky: Invasion,2014,2
Cherry Tree High Comedy Club,2014,2
Else Heart.Break(),2015,2
Survivor Squad,2014,2
Marlow Briggs and the Mask of Death,2014,2
Stacking,2014,2
Risen 2: Dark Waters,2012,2
Risen 2: Dark Waters,2014,2
King's Bounty: Armored Princess,2015,2
Supreme Ruler: Cold War,2014,2
Disciples III - Renaissance Steam Special Edition,2015,2
Lovely Planet OST,2014,2
Tron 2.0,2014,2
Nancy Drew®: The White Wolf of Icicle Creek,2014,2
Serious Sam Classic: The Second Encounter,2013,1
Skullgirls: Big Band,2015,2
The Cat Lady,2015,1
The Cat Lady,2014,2
Obulis,2014,2
Particula,2015,2
Botanicula,2014,2
Stick 'Em Up 2: Paper Adventures,2015,2
Orcs Must Die! 2 - Family Ties Booster Pack,2015,1
SolForge,2014,2
Templar Battleforce,2015,2
Angels That Kill Demo,2015,2
Freddi Fish 5: The Case of the Creature of Coral Cove,2015,2
Bitardia,2015,1
CLANNAD,2015,2
Bloodsports.TV,2015,1
Shadows on the Vatican Act I: Greed,2015,2
Xpand Rally Xtreme,2014,2
Secrets of Grindea,2015,2
Riven: The Sequel to MYST,2014,1
Rodina,2015,4
Glitchspace,2014,2
FORCED: Slightly Better Edition,2015,2
X3: Reunion,2015,2
Decay: The Mare,2015,2
BIOS,2015,2
Cubemen 2,2015,2
Borderlands 2: Mr. Torgue’s Campaign of Carnage,2015,1
Jolly Rover,2011,2
20XX,2015,4
AaAaAA!!! - A Reckless Disregard for Gravity,2011,2
eversion,2010,2
eversion,2013,2
eversion,2014,2
Borderless Gaming,2015,3
Stronghold HD,2014,2
The Age of Decadence,2014,2
Cradle,2015,2
A Virus Named TOM,2014,2
Larva Mortus,2014,2
Axiom Verge,2015,2
Inversion™,2013,2
The Dream Machine: Chapter 1 & 2,2015,2
Winter Voices,2015,1
Unmechanical,2012,2
"War, the Game",2015,2
Magicmaker,2015,2
Hard Truck Apocalypse / Ex Machina,2015,2
0RBITALIS,2014,2
Jane's Advanced Strike Fighters,2015,2
Labyronia RPG,2015,2
Edna & Harvey: Harvey's New Eyes,2013,2
Call of Duty®: Advanced Warfare - Season Pass,2014,2
Eleusis,2015,1
Save the Furries,2015,1
Journey of a Roach,2014,2
